part_idx,cluster,certainty,trust,strategy,boss_value,boss_explanation,trust_value,trust_explanation,certainty_value,certainty_explanation
77,1,certain,low,I would have to try hard to please them then I could focus more on work near the end of the week,4,"The participant mentions a focus on work 'near the end of the week,' indicating some concern about work obligations, but this doesn't appear to be their primary concern in the immediate decision. They're willing to prioritize pleasing the other person first before shifting focus to work later, suggesting moderate but not high concern about being late or upsetting their boss.",8,"The participant explicitly states they 'would have to try hard to please them,' indicating they place high importance on the other person's mood/trust. This appears to be their primary motivation in the decision-making process, as they would prioritize pleasing the other person before focusing on work.",2,"There is little to no explicit reference to the certainty of the other person in their decision making. The response focuses on pleasing the other person and later shifting to work, but doesn't mention considering how certain the other person is about their trust or mood. The temporal planning ('then I could focus more on work near the end of the week') suggests some strategic thinking but doesn't clearly relate to the other's certainty."
82,1,uncertain,low,the emotions changed when pleased.,0,"The participant does not mention anything about being late to work or concerns about upsetting their boss. The response is focused solely on the emotional aspect of the interaction, without any reference to workplace considerations.",6,"The participant mentions 'emotions changed when pleased,' which indicates they were paying attention to the mood/trust aspect of the scenario. They specifically noted emotional changes, suggesting they were considering how their actions affected the other person's emotional state. However, the response is very brief and lacks detailed explanation about how trust influenced their decision.",0,"There is no indication in the response that the participant considered the certainty aspect (represented by character color) in their decision-making process. The participant only mentions emotions changing when pleased, but makes no reference to how certain the other person was about their trust level."
0,0,uncertain,low,Y was past cheering up,0,The participant makes no mention of the boss or work-related concerns. There is no indication that they considered being late to work or upsetting their boss in their decision-making process.,3,"The statement 'Y was past cheering up' suggests some acknowledgment of the other person's mood state. The participant seems to recognize that the other person is in a negative emotional state, but there's no explicit indication that they deeply considered the other's trust level. The brief response indicates minimal engagement with the trust dimension.",0,"There is no mention or consideration of the certainty level (character color) in the participant's response. The participant doesn't address whether Y was certain or uncertain about their trust level, focusing only on Y's mood state."
29,0,uncertain,low,I didn't change the route for different charcters,10,"The participant consistently chose not to change their route, indicating that they prioritized getting to work on time and not upsetting their boss over delivering the item. Their response states they 'didn't change the route for different characters,' suggesting they maintained the same policy of going to work directly regardless of the other person's trust level or certainty.",0,"The participant's response indicates they gave no consideration to the other person's mood or trust level. By stating they 'didn't change the route for different characters,' they demonstrate that the facial expressions (representing trust) had no impact on their decision-making process.",0,"The participant did not consider the certainty of the other person (represented by character color) in their decision making. Their statement that they 'didn't change the route for different characters' explicitly shows they ignored all character attributes, including the certainty aspect."
49,1,certain,low,Had to deliver to change their view,2,"The participant shows very little concern about being late to work or upsetting their boss. Their response indicates they prioritized delivering the item specifically to change the recipient's view, with no mention of workplace consequences.",8,"The participant seems highly motivated by the other person's trust or mood, as evidenced by their explicit statement that they 'had to deliver to change their view.' This suggests the participant was very concerned about how they were perceived and wanted to positively influence the other person's opinion of them.",3,"There is limited evidence that the participant explicitly considered the certainty of the other person's trust. While they mention wanting to 'change their view,' which implies awareness of the other's current perception, they don't specifically reference how certain/uncertain the other person was in their assessment. The focus appears to be more on changing the person's opinion rather than responding to their level of certainty."
85,0,certain,low,I want G to be satisfied,0,"There is no mention of the boss, being late to work, or any concern about upsetting the boss in this response. The participant only mentions wanting 'G to be satisfied', with no reference to work-related concerns.",10,"The response indicates that the participant's sole focus is on ensuring G's satisfaction, which strongly suggests they care about G's mood/trust. The brief statement 'I want G to be satisfied' shows their decision is entirely based on G's emotional state, warranting a maximum score for concern about the other person's mood/trust.",0,"There is no indication in this brief response that the participant considered G's certainty about their trust. The statement only references wanting to satisfy G, but doesn't mention anything about how certain G is about trusting them or how this factored into their decision."
23,0,certain,low,Wanted to change G's perception of me as quickly as possible.,2,"The participant does not mention concerns about being late to work or upsetting their boss at all. Their focus is entirely on changing G's perception, suggesting they prioritized this over any workplace consequences. The low rating of 2 reflects that work considerations were likely minimal or ignored in their decision-making process.",9,"The participant explicitly states their primary motivation was to 'change G's perception of me as quickly as possible,' which directly relates to G's trust/mood. They seem very concerned about how G perceives them, indicating they placed high importance on altering what they believed was a negative perception. The urgency ('as quickly as possible') further emphasizes how much they valued addressing the trust issue.",5,"There is no explicit mention of certainty in the participant's response. While they are clearly concerned about G's perception, they don't specifically indicate whether G's certainty about their trust level factored into their decision. The middle rating reflects this ambiguity - they may have implicitly considered certainty when thinking about changing perception, but it's not clearly articulated in their response."
83,1,uncertain,low,I wanted to please G to change their mood for the better,0,"The participant makes no mention of their boss or being late to work. Their response solely focuses on pleasing G and improving G's mood, with no consideration expressed for potential work consequences.",8,"The participant explicitly states they made their decision based on wanting to 'please G' and 'change their mood for the better.' This indicates a high degree of concern for G's emotional state and trust. They seem primarily motivated by improving G's mood, suggesting trust was a central factor in their decision.",0,"There is no mention or indication that the participant considered G's certainty about their trust. They only mention wanting to change G's mood, but do not reference anything about certainty in their decision-making process."
14,1,immutable,low,If he was mad he was gonna stay mad throughout the week so I focused on getting to work on time.,9,"The participant explicitly states they 'focused on getting to work on time', indicating they strongly prioritized not being late to work and avoiding upsetting their boss. Their decision was clearly guided by workplace responsibilities.",3,The participant acknowledges the other person's mood ('If he was mad') but decides it's not worth addressing since they believe the person would 'stay mad throughout the week' regardless. This shows some awareness of the other's trust/mood but a deliberate choice not to prioritize it.,1,"There is minimal evidence that the participant considered the certainty of the other person's trust. They only refer to the other person being 'mad' without any reference to how certain the other person was about their feelings. The statement about the person staying 'mad throughout the week' suggests they viewed the mood as fixed, but doesn't indicate consideration of certainty levels."
56,1,certain,low,"Mainly focused on work, since V was so grumpy in the first place",8,"The participant's response explicitly states they 'mainly focused on work', indicating a strong prioritization of work responsibilities (and by extension, not upsetting their boss by being late). This suggests they placed high importance on their work obligations.",3,"The participant acknowledges V's mood ('so grumpy'), showing some awareness of the other person's trust/mood state. However, they specifically mention this as a reason to focus on work instead, suggesting they gave relatively low consideration to the other person's trust when making their decision.",0,There is no mention of considering the certainty of the other person (represented by character color) in their decision-making process. The response only references V's mood (grumpiness) but doesn't indicate any awareness or consideration of how certain V was about their trust state.
91,0,certain,low,Really needed to please V more than work in this mood.,3,"The participant explicitly states they prioritized pleasing V over work ('needed to please V more than work'), indicating that they did consider being late to work and potentially upsetting their boss, but it was a lower priority. This suggests some concern about work consequences, but it was outweighed by other factors.",8,The mention of needing 'to please V more than work in this mood' strongly suggests the participant was highly influenced by V's mood/trust. The explicit prioritization of V's mood over work responsibilities indicates they placed significant importance on the trust/mood component in their decision-making process.,0,"There is no explicit mention or indication that the participant considered the certainty of the other person in their decision. The response focuses exclusively on the comparison between pleasing V and work priorities, with specific reference to mood, but no reference to how certain V was about their trust or mood."
54,0,uncertain,low,When Y was unhappy I tried to deliver to Y and let the know about it to make them happy again.  I tried to balance the demands of Y and my boss,5,"The participant indicates they 'tried to balance the demands of Y and my boss,' suggesting they gave some consideration to their work responsibilities. However, they don't specifically mention concerns about being late or upsetting their boss, indicating a moderate level of concern rather than a high priority.",8,"The participant explicitly states 'When Y was unhappy I tried to deliver to Y and let the know about it to make them happy again.' This shows strong consideration for Y's mood/trust, with a clear motivation to improve Y's emotional state through their actions, indicating this was a primary factor in their decision-making.",0,There is no mention of considering Y's certainty or uncertainty about their trust. The participant only mentions responding to Y's unhappiness (mood/trust state) without any reference to how certain Y was about this state or how that affected their decision.
48,0,uncertain,low,"Make G happy, boss will forget I was late",3,"The participant acknowledges that being late to work will affect their boss ('boss will forget I was late'), but they don't express high concern about it. They seem to believe the boss's reaction is temporary and forgivable, suggesting relatively low concern for the boss's policy or potential negative consequences.",8,"The participant explicitly prioritizes making G happy ('Make G happy'), putting this goal first in their response. This indicates they're strongly motivated by the other person's mood/trust and are making decisions primarily based on improving G's emotional state.",0,"There is no mention or consideration of G's certainty in their decision-making process. The participant doesn't reference or demonstrate awareness of whether G is certain or uncertain about trusting them, focusing only on the goal of making G happy."
42,1,certain,low,"Make sure he changes his mind by going the route where he knows I delivered it to gain his trust, then go the other quicker route whilst delivering it still.",5,"The participant shows moderate concern about being late to work, as they express a desire to 'go the other quicker route' after first establishing trust. This indicates they're trying to balance delivering the item with time efficiency, suggesting they do care about not being excessively late, but aren't prioritizing this above all else.",8,"The participant explicitly mentions wanting to 'gain his trust' as a primary motivation, demonstrating high concern for the other person's trust. They're strategically planning to first demonstrate reliability (by taking a route where the other person will see the delivery) specifically to influence the other's perception of them, showing they highly value establishing trust.",9,"The participant shows strong consideration of the other person's certainty level in their decision-making process. They specifically mention 'where he knows I delivered it,' indicating they're accounting for what the other person can be certain about. Their strategic approach of first establishing visible proof of delivery before taking a quicker route demonstrates they're actively manipulating the certainty level of the other person as a key part of their strategy."
74,0,immutable,low,"Once Y was already in a bad mood there wasn't really much point in focusing on pleasing them as they wouldn't leave that mood, so I focused on work instead. ",8,"The participant explicitly states they 'focused on work instead' when Y was in a bad mood, indicating they prioritized their work commitment over trying to help the other person. This suggests they placed high importance on not being late to work and not upsetting their boss.",4,"The participant acknowledges Y's mood ('already in a bad mood') and made a decision based partly on this observation, showing some consideration for the other person's mood/trust. However, they determined there was 'no point in focusing on pleasing them' which shows limited concern for maintaining or building trust with Y.",2,"There is very little indication that the participant considered the certainty of Y's mood/trust in their decision making. They mention Y was 'already in a bad mood' which suggests they observed the mood, but there's no explicit reference to whether Y was certain or uncertain about their mood or trust. The participant appears to make their decision based solely on the observed mood, not its certainty."
22,0,immutable,low,Dont want facial expression to get any worse,0,The response does not mention any concern about being late to work or upsetting their boss. There is no reference to work considerations at all.,8,"The response directly references concern about the facial expression ('Don't want facial expression to get any worse'), indicating they are making their decision primarily based on the other person's mood/trust. This shows high concern for the other person's emotional state.",0,There is no indication that the participant considered the certainty of the other person (represented by character color) in their reasoning. The response only mentions the facial expression without any reference to how certain the other person was about their trust.
72,0,certain,low,Same as previous colours strat,3,"The participant's response is very brief, simply stating 'Same as previous colours strat' which suggests they're continuing a strategy from previous trials. This provides minimal evidence about how much they care about being late to work, but the reference to a 'colours strat' implies they have a consistent approach that likely takes work obligations into account to some degree, but doesn't emphasize it strongly.",3,"The mention of a 'colours strat' suggests the participant is considering the character color which represents certainty, but doesn't explicitly mention the facial expression or mood that represents trust. There's insufficient information to determine how much they cared about the other person's trust specifically.",7,"The explicit reference to a 'colours strat' strongly suggests the participant is basing their decision-making on the color of the character, which represents certainty. This indicates they are directly incorporating certainty into their decision-making process, though the brief response doesn't elaborate on exactly how they're using this information."
25,1,certain,low,again i wanted to make them more happy,0,The response shows no consideration or mention of being late to work or upsetting their boss. The participant's decision seems to be entirely focused on the other person's emotional state without any indication they weighed professional consequences.,8,"The response 'again i wanted to make them more happy' clearly indicates that the participant's primary motivation was to improve the other person's mood/happiness, which suggests they were highly attentive to the trust aspect. They specifically mentioned wanting to make the other person 'more happy' which implies they noticed the current mood and wanted to improve it.",0,There is no indication in this brief response that the participant considered the certainty of the other person's trust. They only mention wanting to make the other person happier without any reference to how certain the other person was about their feelings or intentions.
80,0,immutable,low,they are already unhappy so wont make boss very angry too,7,"The participant explicitly states they don't want to make their boss 'very angry', suggesting they place significant importance on not upsetting their boss. The phrasing indicates concern about their boss's reaction to their lateness.",9,"The participant begins with 'they are already unhappy', showing they're heavily weighing the other person's current emotional state/trust level. This appears to be the primary factor in their decision-making process, suggesting they care deeply about the other person's mood.",0,There is no mention or indication that the participant considered the certainty of the other person's trust. The response only mentions the emotional state (unhappiness) without any reference to how certain the other person was about their feelings.
88,1,uncertain,low,Better to please my boss rather than change Y's mind state when he already doesn't like or trust me.,8,The participant clearly prioritizes pleasing their boss as evidenced by 'Better to please my boss rather than change Y's mind state.' This suggests they significantly value their relationship with their boss and avoiding being late to work.,3,"The participant acknowledges Y's trust level ('he already doesn't like or trust me') but deliberately chooses not to act to improve this relationship. While they recognize the trust issue, they don't prioritize addressing it, suggesting low-to-moderate consideration.",1,"There is no explicit mention or consideration of Y's certainty about their trust level. The participant focuses on the existence of distrust rather than any uncertainty about it, indicating minimal consideration of the certainty dimension."
11,1,uncertain,low,"If Y was really unhappy, I just focus on my boss. ",8,"The participant states they 'just focus on my boss' when Y is unhappy, suggesting they prioritize their work obligations and boss's expectations highly in this scenario, rather than considering Y's feelings.",3,The participant acknowledges Y's unhappy mood but explicitly states they disregard it in favor of focusing on their boss. This indicates some awareness of Y's trust/mood state but very little weight given to it in their decision-making.,0,There is no mention or consideration of Y's certainty about their trust in the participant's response. The participant only mentions Y's mood (unhappiness) but doesn't address whether Y was certain or uncertain in their expectations.
45,0,uncertain,low,I typically still took path A so that V would be happy at the price of my angry boss.,4,"The participant acknowledges there's a cost to taking path A - an 'angry boss' - which indicates they are aware of and somewhat concerned about upsetting their boss by being late. However, they consistently chose to accept this consequence ('typically still took path A'), suggesting moderate rather than high concern about their boss's reaction.",8,"The participant explicitly states they took path A 'so that V would be happy,' indicating that V's mood/trust was a primary motivation for their decision. The phrase 'typically still took' suggests this was a consistent pattern of behavior prioritizing V's happiness over avoiding their boss's anger, demonstrating high concern for the other person's trust/mood.",0,"There is no mention or indication that the participant considered V's certainty about their trust in their decision-making process. The response focuses only on making V happy versus having an angry boss, with no reference to considering how certain V was about their feelings."
55,1,uncertain,low,If someone is angry with me then I do not deliver their parcel - I prioritise my work.,9,"The participant explicitly states that they 'prioritise [their] work' when the other person is angry. This indicates a strong preference for not being late to work and not upsetting their boss, placing work obligations above helping the other person.",7,"The participant directly references the mood of the other person ('angry') as the determining factor in their decision. They make their choice based on the other person's negative emotional state, showing they care about the trust/mood relationship, but only insofar as they avoid helping those who are angry with them.",0,There is no mention or consideration of the certainty level of the other person. The participant only mentions the mood (anger) and does not reference whether the other person was certain or uncertain about their feelings. Certainty does not appear to factor into their decision-making process at all.
40,1,certain,low,"I don't want to go out of my way at detriment to myself and my work for someone who doesn't trust me, especially when it's for a simple delivery job - and especially when they know I have morning meetings.",8,"The participant clearly values their work obligations highly, mentioning 'detriment to myself and my work' and specifically noting they have 'morning meetings.' This indicates strong concern about not being late and maintaining professional commitments.",7,"The participant explicitly mentions not wanting to help 'someone who doesn't trust me,' indicating that the other person's trust level is a significant factor in their decision-making process. Trust seems to be a central consideration in their reasoning.",2,"The response doesn't explicitly mention or appear to consider the certainty level of the other person's trust. While they acknowledge the other person 'doesn't trust me,' there's no indication they're factoring in how certain/uncertain the other person is about this distrust. They're more focused on the fact of distrust rather than certainty about it."
89,0,uncertain,low,I didn't care about his mood because I knew he wouldn't see me.,0,The participant does not mention any concern about being late to work or upsetting their boss. There is no reference to work considerations in their response.,0,"The participant explicitly states 'I didn't care about his mood,' indicating they did not take the other person's trust or mood into consideration when making their decision.",0,"There is no indication that the participant considered the certainty of the other person's trust. Their reasoning is based on the fact that 'he wouldn't see me,' not on how certain the other person was about their trust level."
79,0,immutable,low,"The boss can wait, the customer should be happy with the service. ",3,"The participant explicitly states 'The boss can wait', indicating they are prioritizing the customer's needs over being on time for work. This suggests a low to moderate concern about being late to work or upsetting their boss. They view the boss's expectations as secondary to customer service.",8,"The statement 'the customer should be happy with the service' suggests a strong focus on the other person's mood and satisfaction. The participant is clearly prioritizing making the customer happy, which implies they care significantly about the customer's trust and mood.",1,"There is no explicit mention or consideration of the certainty of the other person's trust. The participant simply makes a decision based on prioritizing customer happiness over boss expectations, without referencing whether the customer was certain or uncertain about their trust level."
75,0,certain,low,Same as above but a stronger conviction toward path A. (I would typically choose path A that way they would become happier.),0,"The participant does not mention any consideration of their boss, being late to work, or any professional consequences in their response, suggesting they are not taking these factors into account in their decision.",8,"The participant explicitly states they would 'typically choose path A that way they would become happier,' indicating a strong consideration of the other person's mood/trust. They show a clear intention to improve the other person's emotional state, suggesting high importance placed on trust/mood.",2,"The participant mentions having 'a stronger conviction toward path A' which could slightly hint at considering the certainty of their decision, but they don't explicitly mention the certainty of the other person or how the color (representing certainty) affected their choice. The focus appears to be primarily on improving mood rather than responding to certainty levels."
43,0,uncertain,low,Same as above,8,"The participant emphasizes being 'on track for work' and specifically mentions needing to 'leave right now', indicating a high concern about being late and the implications for their job/boss relationship. They also mention 'I'd need to continue on to work' showing prioritization of work commitments.",8,"The participant directly considers whether the other person trusts them, noting 'they are probably doubting me' and 'may be distrustful'. They make their decision primarily based on this perception of trust, showing high consideration of the other person's mood/trust level.",6,"The participant mentions 'they are probably doubting me' and uses language like 'may be' which suggests they're considering the uncertainty in the other person's trust level. However, they don't explicitly mention or heavily weigh the certainty aspect in their final decision, instead focusing more on the trust level itself."
52,1,immutable,low,"I knew that nothing would improve Y's state of mind, and so would prioritise work, maybe only delivering their parcel once.",8,"The participant explicitly states they would 'prioritise work,' indicating a high concern for job responsibilities and not upsetting their boss. They mention only 'maybe' delivering the parcel once, suggesting their primary focus is maintaining their work commitments.",3,"The participant acknowledges Y's state of mind but concludes that 'nothing would improve Y's state of mind.' This shows some awareness of the other person's mood/trust but relatively low concern about affecting it, since they believe their actions won't make a difference to Y's mood.",2,There is minimal indication that the participant considered the certainty of the other person. They make a definitive statement about Y's state of mind ('I knew that nothing would improve Y's state of mind') without referencing how certain Y was about their trust. This suggests they made their decision based on perceived mood rather than certainty levels.
51,1,uncertain,low,"More inclined to deliver, while considering how many days/time of week",5,"The participant indicates they are 'more inclined to deliver' which suggests they are willing to potentially be late to work, but they also mention considering 'how many days/time of week' which implies they are weighing the consequences of being late against their work obligations. This suggests a moderate level of concern about their job/boss, as they're not dismissing work entirely but also not prioritizing it above all else.",6,"The participant states they are 'more inclined to deliver' which suggests they are responding positively to the other person's need, indicating they care about maintaining trust or responding to the other person's mood. However, since no explicit mention of the other person's trust or mood is made, I cannot rate this as extremely high.",2,"There is no clear indication that the participant is considering the certainty of the other person in their decision-making process. Their consideration of 'how many days/time of week' relates to their own schedule constraints rather than the other person's certainty about trust. Without explicit mention of the character's certainty (represented by color in the study), this dimension appears to have minimal influence on their decision."
63,0,certain,low,In this case it was necessary to prove to Y that I am trustworthy by allowing him to know I had delivered the goods ,0,"The participant does not mention any concern about being late to work or upsetting their boss. Their response is entirely focused on proving their trustworthiness to Y, without any indication they considered potential negative consequences related to their job.",10,"The participant's entire response centers around proving their trustworthiness to Y. They explicitly state it was 'necessary to prove to Y that I am trustworthy,' indicating this was their primary or sole motivation. They prioritized demonstrating reliability through delivering the goods over any other consideration.",7,"The participant mentions wanting to 'allow him [Y] to know I had delivered the goods,' which suggests they were considering Y's state of knowledge/certainty. The phrase 'prove to Y' implies addressing doubt or uncertainty about their trustworthiness. However, they don't explicitly mention considering Y's initial level of certainty about trusting them, which is why this doesn't receive a perfect score."
37,1,certain,low,"V didn't appreciate when I did what they wanted. When their mood started off bad, it didn't feel worth it to try and raise it.",0,The participant doesn't mention any consideration about being late to work or concerns about upsetting their boss. Their decision-making appears to be entirely focused on V's reaction rather than workplace consequences.,7,"The participant explicitly bases their decision on V's mood/trust, noting that V 'didn't appreciate when I did what they wanted' and that when V's 'mood started off bad, it didn't feel worth it to try and raise it.' This indicates they were highly attentive to V's trust/mood, but specifically using it as a reason not to help, suggesting they cared about the mood but in a strategic rather than altruistic way.",0,"There is no indication that the participant considered V's certainty in their decision making. They only mention V's mood/appreciation, but don't reference anything about whether V was certain or uncertain about their trust or mood. The response focuses solely on V's mood state and reaction to the participant's actions."
46,1,certain,low,"unhappy Y isn't good, want to make Y at least unsure",0,"The participant's response does not mention any consideration of being late to work or upsetting their boss. There is no reference to their job, schedule, or any professional consequences, indicating this was not a factor in their reasoning.",8,"The participant explicitly states they don't want Y to be 'unhappy,' indicating they care significantly about Y's mood/trust. Their entire response focuses on wanting to improve Y's state from 'unhappy' to at least 'unsure,' showing high concern for Y's emotional state and trust level.",5,"The participant mentions wanting to make Y 'at least unsure,' which suggests some awareness of the certainty dimension. However, they don't explicitly discuss Y's level of certainty about trust as a key factor in their decision-making process. They acknowledge uncertainty as preferable to negative certainty but don't elaborate on how this influenced their specific choice."
20,1,certain,low,Same as above.,6,"The participant mentions that being late to work is 'not great' and 'might upset my boss,' showing moderate concern about this consequence. They weigh this against the other factors, indicating it's a significant but not overwhelming consideration in their decision-making process.",8,"The participant places high importance on whether the character trusts them, explicitly stating they 'try to act in a way that matches what the character expects of me.' They mention paying attention to the character's facial expression (mood/trust) and making their decision based on this factor.",7,"The participant clearly references the character's certainty level by mentioning the character's color. They note that they 'also pay attention to the character's color,' suggesting they incorporate certainty in their decision process alongside trust, though they elaborated slightly less on this dimension compared to trust."
10,1,immutable,low,G already doesn't trust me so it would be better to take path A,8,"The participant chose path A, which is the option that doesn't involve being late for work. This suggests they prioritized not upsetting their boss by being late. Their reasoning focuses exclusively on the impact of their choice on the existing lack of trust, with no mention of weighing the consequences of being late against helping the other person.",7,"The participant explicitly mentions that 'G already doesn't trust me' as their reason for taking path A. This indicates they are paying significant attention to the other person's trust level (or lack thereof). They appear to reason that since trust is already low, helping wouldn't improve the situation, so they might as well take the direct path to work.",0,"There is no mention or consideration of the other person's certainty about their trust level. The participant only references the fact that G doesn't trust them, but doesn't indicate whether G's certainty about this mistrust factored into their decision."
93,1,immutable,low,V was most responsive and could not be disappointed a lot.,0,"The response does not mention anything about the boss, being late to work, or concern about job-related consequences. There is no evidence the participant considered these factors in their decision-making.",8,"The participant directly refers to V's emotional state, noting they were 'most responsive' and 'could not be disappointed a lot.' This indicates they were highly attentive to the character's trust/mood state, making it central to their reasoning.",0,There is no explicit mention of certainty in the response. The participant doesn't reference the character's color or any indication that they considered how certain V was about their trust level.
67,1,immutable,low,He's always unhappy no point trying to please him,8,"The participant seems very concerned about their work responsibilities by stating 'no point trying to please him', suggesting they prioritize being on time for work rather than trying to change the other person's mood which they perceive as consistently negative.",2,"The response 'He's always unhappy' indicates they notice the other person's mood/trust level, but they actively dismiss it as unchangeable and not worth considering, showing very little concern for the other person's trust.",0,There is no indication the participant considered the certainty level of the other person. They only mention the mood ('unhappy') without any reference to how certain the other person was about their trust or lack thereof.
30,0,certain,low,On occasion i felt Y was very stuck in this state,0,"The participant doesn't mention anything about caring about being late to work or upsetting their boss. The response is very brief and only refers to 'Y' being stuck in a state, with no reference to work considerations.",2,"The participant may be indirectly referring to the other person's mood/trust when mentioning 'Y' being 'very stuck in this state,' which could be referencing the facial expression/mood. However, the comment is vague and doesn't clearly demonstrate care about the other person's trust level, so I've assigned a low value.",1,"The phrase 'very stuck in this state' could potentially be referencing the certainty of the other person (represented by character color), but this is extremely unclear. The participant doesn't explicitly mention considering the certainty of the other person in their decision making process. The 'on occasion' suggests they might have noticed something about this factor, but there's insufficient evidence they were considering certainty."
32,1,uncertain,low,"On my quiz, V was gone from home, so there was no emotion involved. I split route and dropped it off as to not be rude, even if I wouldn't be judged. ",7,"The participant mentions taking the split route to 'not be rude,' indicating a significant concern about adhering to policy (not being late to work). They chose a compromise solution that allowed them to complete both tasks, suggesting the work commitment was important but they still wanted to accommodate the delivery.",5,"The participant states 'V was gone from home, so there was no emotion involved,' showing they noticed the absence of mood/trust cues. They still decided to drop off the item despite this absence, suggesting some moderate level of consideration for the relationship, but primarily motivated by politeness ('not to be rude') rather than responding to trust signals.",2,"The participant mentions 'even if I wouldn't be judged,' suggesting minimal consideration of the certainty aspect. There's no explicit reference to the character's color or uncertainty about trust, and the decision seems to be made independent of certainty considerations."
92,0,certain,low,I wanted to do something for Y to build their trust in me,0,"The participant makes no reference to their boss, being late to work, or the policy about being late. There's no indication that they considered the consequences related to their job at all.",10,"The response explicitly states that the participant's motivation was to 'build their trust in me.' This shows that their decision was entirely centered around the other person's trust level. They directly state that building trust was their goal, which indicates maximum consideration of the trust dimension.",0,"There is no mention of the other person's certainty level in their response. The participant does not reference the character's color or any indication that they considered how certain the other person was about their trust level. They only mention wanting to build trust, not whether the other person was certain or uncertain about their trust."
9,0,certain,low,At this stage V would need some focus in order to prevent the worst state.,0,"The participant does not mention any consideration about being late to work or upsetting their boss. There is no reference to work policy, lateness, or the boss's reaction in their response.",1,"There is a very minimal implicit reference to the other person's mood/trust with the mention of 'preventing the worst state.' This could potentially be referring to the other person's negative mood or trust state, but it's extremely vague and not explicitly about the other person's trust.",0,The participant makes no reference to the certainty or uncertainty of the other person. There is no mention of the character color or any indication they considered how certain the other person was in their trust assessment.
87,1,immutable,low,"Again, tried to cheer them up.",1,"The participant does not mention any concern about being late to work or upsetting their boss. Their response is solely focused on trying to 'cheer them up', indicating minimal to no consideration for work obligations.",8,"The phrase 'tried to cheer them up' strongly suggests the participant was motivated by the other person's mood/emotional state. This indicates high concern for the other person's feelings, which likely includes their trust level as represented by their facial expression.",2,"There is no explicit mention of considering the certainty of the other person (as represented by character color). The participant only mentions wanting to 'cheer them up', which relates to mood rather than certainty. The word 'Again' might suggest a pattern of behavior, but doesn't clearly indicate consideration of certainty."
7,1,certain,low,V confused me the most because they were more resistant to changing their mind.,0,The participant does not mention anything about being late to work or upsetting their boss. Their response focuses solely on the character's resistance to changing their mind.,5,"The participant appears to be considering how resistant the character was to changing their mind, which could relate to trust. However, there is no explicit mention of the character's mood or trust level, just that the character 'V' was confusing because they were 'more resistant to changing their mind'. This suggests some consideration of the other's mental state, but it's not clearly about trust specifically.",8,"The participant is directly addressing the certainty aspect, noting that character 'V' was 'more resistant to changing their mind' - which strongly suggests they were considering how certain or confident the character was in their position. The fact that this was what 'confused them the most' indicates they were actively considering the certainty factor in their decision-making process."
6,0,immutable,low,would like to make them happier so they aren't angry,0,There is no mention or indication that the participant considered being late to work or upsetting their boss in their decision-making process. The response focuses solely on the other person's mood.,9,"The participant's response indicates a strong focus on the other person's emotional state. Their explicit goal is to 'make them happier so they aren't angry,' showing they are primarily motivated by improving the other person's mood/trust. This suggests they highly prioritized the trust/mood dimension in their decision.",0,There is no evidence in the response that the participant considered the certainty of the other person's trust. They only mention wanting to address the emotional state (anger/happiness) without any reference to how certain the other person was about their feelings.
61,1,certain,low,Y was upset so I delivered item with shortest path and trying to make him hapyp.,3,"The participant mentioned a 'shortest path' which suggests some consideration for efficiency and potentially not being late to work. However, they did not explicitly mention concerns about being late or upsetting their boss, which indicates this wasn't their primary consideration.",8,"The participant clearly prioritized responding to Y's mood ('Y was upset') and explicitly mentioned trying to 'make him hapyp [happy]'. Their decision was primarily driven by Y's emotional state, indicating high concern for the other person's trust/mood.",1,There is no clear indication that the participant considered the certainty of the other person's trust. They only mentioned the mood state (upset) but did not reference anything about the character color or certainty of Y's feelings. The decision appears to be based solely on the observed mood rather than any consideration of certainty.
59,1,certain,low,Balanced between people pleasing and my own obligations,5,"The response indicates a balance between pleasing others and fulfilling personal obligations. The phrase 'my own obligations' likely refers to work responsibilities and not wanting to upset their boss. The participant explicitly mentions trying to find a balance, suggesting they assign moderate importance to their work obligations.",5,"The term 'people pleasing' suggests the participant cares about the other person's mood/trust. They are trying to balance this with their work obligations, indicating they give equal weight to maintaining the other person's trust as they do to their own responsibilities.",0,"There is no explicit mention of considering the certainty of the other person in the decision-making process. The response only mentions balancing between pleasing the other person and fulfilling obligations, without any reference to how certain the other person was about their trust."
